14981802400289188196,16115519541321613906
11794394336363613334,17700799021549388556
654541783568117502,5699890667641066470
16006315205831223689,10508133524488000155
8085967389300188350,12058509591658604274
5932356722833617266,9074940028274873754
354969728022326644,12514485515345742317
13341148784607063943,18307306481234898792
11386070918416226569,16602460977365261484
1283437900163924060,15042480827500906210
2668200131424659238,13023048419241073392
18209545141256550969,16642698162162134149
4500313532377276412,4752272998509035657
1556023002966158822,17469243573995892152
6114947064719351881,15723657140956410302
18312191646750557881,3093229124703497918
32230911261991668,12619204549518854914
12922131867973490989,18380829959816190728
11876565660130551122,9250435487883360190
8644119744608089454,15352961871707363073
17282083381607994400,13291926125868330991
2695748858646035134,13979774125384347305
2284381825712960533,17631542434008141364
3225576464063525925,5070391996664907946
13818379596446471805,6724643325109143725
4711649375480276557,4032019904242078923
9448078636104435983,15966071507442668300
16709138138195565859,10261376877100794114
8705438035098919529,16587112257652066562
4231747872091278287,14251821459435291736
17417468533859089173,10140045760076537005
5657245221314034879,7556782698409249966
10162075021789841780,16527957725255795143
15876363188578500250,4479442560313589887
3789673766946211358,10093322142371365353
3088252735523354968,4666881237969469658
9375930908357245185,11661201738756219404
16276699275974366780,17891576063361981572
1129280667138103685,6536473850680028372
18326228675786984188,18242697258427727217
9551564370003914058,1732056361775696833
10881804671271108097,6485073353088143013
4161558776897396487,17843701872240902466
4274618457785448635,17335253312035071371
9517039982755299678,9756396153711354294
4075073428855940773,9860762938325139143
18337037971598012402,11394675917197970294
7345173977787430591,4791973142597052670
1224713812788838286,2755227548091291021
8273525868941719237,13973668834454647558
12413115146744860222,17187648119579452738
11376954143931464965,4258917940112627942
2134468245897640080,815705382527863146
10368537995796524943,5631298173116509840
8615458598710039103,12191383124903016568
3759953316943453598,17447725492247983931
4171991549138783000,3709576809403677915
7186010343445226160,8664324638373302637
1279803585765052100,10778435994063313144
1333921617889231868,7272009457101975570
12258193651281229472,6637775934429782865
7345554084207709891,5913514338268861222
8360400867577643959,17228651714461819477
14847127973736636787,18427096963958022334
9248269706990447849,5840461599913419269
2596118647106222696,2595052466890697696
17964408046659024454,18075621194154468213
