3464941673420363796,2331224532387938054
6652349737345938381,745945052160163339
17792202290141434486,12746853406068485586
2440428867878328145,7938610549221551818
10360776684409363392,6388234482050947787
12514387350875934757,9371804045434678353
18091774345687225392,5932258558363809461
5105595289102487681,139437592474653014
7060673155293325091,1844283096344290192
17163306173545627842,3404263246208645527
15778543942284892751,5423695654468478488
237198932453000835,1804045911547417952
13946430541332275615,13694471075200516163
16890721070743393290,977500499713659637
12331797008990199864,2723086932753141424
134552426958993896,15353514949006053938
18414513162447559949,5827539524190697124
5524612205736060823,65914113893360944
6570178413579000960,9196308585826191613
9802624329101462174,3093782202002189001
1164660692101557398,5154817947841220817
15750995215063516752,4466969948325204606
16162362247996591357,815201639701410663
15221167609646026178,13376352077044643977
4628364477263080007,11722100748600408378
13735094698229275488,14414724169467472871
8998665437605115886,2480672566266883522
1737605935513985897,8185367196608757997
9741306038610632467,1859631816057485281
14214996201618273468,4194922614274260287
1029275539850462708,8306698313633014853
12789498852395517143,10889961375300302070
8284669051919710010,1918786348453756586
2570380885131051730,13967301513395962209
14657070306763340384,8353421931338186524
15358491338186197020,13779862835740082360
9070813165352306575,6785542334953332302
2170044797735184913,555168010347570052
17317463406571448152,11910270223029523337
120515397922567599,204046815281824756
8895179703705637681,16714687711933855138
7564939402438443843,11961670720621408838
14285185296812155138,603042201468649443
14172125615924103333,1111490761674480541
8929704090954251968,8690347919998197409
14371670644853610969,8585981135384412717
109706102111539447,7052068156511581832
11101570095922121070,13654770931112499331
17222030260920713701,15691516525618260776
10173218204767832398,4473075239254904213
6033628926964691703,1259095954130098973
7069789929778086955,14187826133596924095
16312275827811911678,17631038691181688929
8078206077913026955,12815445900593042186
9831285474999512941,6255360948806535338
14686790756766098181,999018581461567840
14274752524570769025,14737167264305874153
11260733730264325745,9782419435336249475
17166940487944500004,7668308079646238603
17112822455820319793,11174734616607576109
6188550422428322497,11808968139279769258
11101189989501841783,12533229735440690674
10086343206131907720,1218092359247732452
3599616099972914842,19647109751529678
9198474366719103794,12606282473796132676
15850625426603329170,15851691606818854417
482336027050527401,371122879555083730
13190291662762201801,2512132047133198457
7689830650293814949,8448782829853735659
12937782220384602331,5010205744342627596
4928779463544406340,3686698344501551229
16532424822669896653,7669146985921357769
490357168811728729,17321755937598370093
18155328956573497483,4664306386179604919
765132216005897918,5298925922102614457
8656963424935676114,9903469961475705546
3831154219169411430,9491068958584007837
15606163245630169369,2374245588473762717
11594459433978774322,14615201493142518124
3696519873753537909,9230636211708600292
16503275469470911157,14117503352573953941
4684637438403492782,16544805774109073738
16704910370814431285,12801814048090565218
17317349527274011339,6763168834844892572
7935894885055693885,4185631307262344466
3729857448151957073,13778260477896997525
8510059293671571014,3542321234950534222
13397716111232616622,2363630077103769828
51977634638211319,16087642183121995213
9633773503236585431,2429065723327123515
16122118208106267564,12931158804562806973
1803746265150743817,5331671544726186424
9053706848955390957,3288857318661802318
13047592002641143303,1082479594961565648
3080105134426253586,10528667779433119245
190315618587596112,15935917231106800400
13771605039612032733,296163163705010980
367049424911881545,6657894054225849919
15867894422162585870,123208568467543781
8742740828034574102,10437903727701829227
3300332492665710227,1724187706658808763
8229808962277556072,7795254967139319101
16072578785116726217,13262725606601528364
12850944914140795983,7018233603842421419
9404928140812449521,17361926437497068233
113514171641463325,6496819858524594438
2394149111694787902,11362591526008359128
16751121007843860077,6012323720525552053
15783971933909651889,16029751864448607168
1744686801325071442,1277283240518201863
13375799817516915782,11616448389878061312
6894031948929625357,15470366020100484531
6508550396134530515,7453804094163717495
4401549528976894033,2677521772895323468
17179301904763668748,5804938254233211397
3336746423653517903,7792258296718052872
17100278691456523016,12886959536181133713
16145122535830664902,16344153426644475861
7139216185912932272,1077275346160555223
3847116058687980597,5898596577729318270
13275928889140215365,9276948716633441350
17121360491751882562,4786523026092692862
14326075336561432747,8539837143902452400
2811043263461733845,3983837158562144391
12156225091435073422,13672022574285220814
12961616688526670588,3292835858549896523
3729248764656166336,901589917342016912
12670541499348319488,7904460547145360481
1198655772872988409,11676667021992657524
14593140261756685988,16379215796072502159
6936841228036746535,7442676281797350403
2424067726287002159,14195900334183695743
16720804653483013407,14055649466735741997
14083435355860023773,4392911446762014999
8375868223170502958,10791597480129052753
16913138766742390968,2247102008454384900
18198463766919068630,8571020599441020368
13528465799464486048,11367154041636571068
16239216090227066557,3456654158450525748
9557159404327048949,10408663713256243228
15970498248595520998,8395555875391238049
9223445287089727007,4224550329531240655
8044510843058589404,11362586677116029226
12538148370245621728,8000098482833420463
15278617533001191686,13399265067684081654
15222508539700477678,3578368177486211017
1370428422451615937,16975340329728432503
12720710045560732704,10167262980058538030
8527452335274003509,6970002165358285520
14056363956788583525,14297192633397707478
14614344556719346494,11222138424350946218
12846140758166188552,12814263847060307082
13737210353944462920,6315551085700854557
11524825130159935943,5189032909205774663
17944585382766634842,11955150482191729701
3844768967319625991,13921150442883216784
13727680163182868250,9884834872201617487
2482502306504371243,973165971943239069
12366456685877148615,65990917359289857
9141274773420641383,704257183699738078
1350342697249720516,244202488571388766
9444453699142229078,3296735137166806179
12663666642230369686,13037770909711588907
17469609809565403465,16752952168029873264
17301064383089328372,14766816465018025702
2889288194494934949,8136287133430732182
9216217229639622487,4896143828131709081
11852778505828682564,10329779324600568243
12384601079332257081,3764706831500182825
9189922145600343919,8251938053410941021
2765756553860670209,1946214127004630613
